,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Nikola Kalinic,81,539,180,108,309,44,155,173,20,12,1621
Milos Dimic,99,78,46,38,1,0,11,22,12,15,322
Stefan Sinovec,646,280,171,83,16,2,31,100,126,54,1509
Sead Sehovic,632,306,183,211,39,2,48,83,40,30,1574
Dusan Mladjan,29,85,48,25,0,0,15,15,33,16,266
Aleksandar Kostoski,134,25,11,11,0,0,0,4,4,9,198
Kiril Nikolovski,1,44,5,2,16,7,21,19,1,0,116
Marko Brkic,0,76,12,0,11,34,11,13,16,1,174
Stefan Balmazovic,2,23,4,2,3,1,0,6,1,1,43
Andreja Stevanovic,8,12,14,3,0,0,1,1,0,0,39
Nikola Jevtovic,3,67,109,27,119,218,151,128,2,1,825
Milos Jankovic,0,3,6,1,15,34,10,34,0,0,103
Erjon Kastrati,162,206,79,83,10,0,30,49,25,16,660
Zvonko Buljan,12,129,49,53,40,22,24,30,18,2,379
Miljan Rakic,112,37,27,11,1,0,5,5,7,5,210
Justin Holiday,40,46,37,17,3,0,11,17,47,7,225
Jasmin Hukic,15,184,46,13,45,44,28,51,32,2,460
Matej Rojc,404,121,55,90,92,0,31,67,12,17,889
Tomislav Ivosev,0,49,13,6,14,18,8,12,3,2,125
Marton Bader,0,38,1,3,83,48,23,59,9,1,265
Balazs Simon,139,28,15,9,0,0,2,3,3,6,205
David Vojvoda,413,183,111,81,1,1,20,20,95,33,958
Obie Trotter,19,10,6,3,0,0,0,0,2,1,41
Tomaz Bolcina,0,55,16,4,77,87,82,81,5,1,408
Suad Sehovic,63,608,255,8,36,1,105,146,82,20,1324
William Coleman,0,15,22,8,66,87,114,64,3,2,381
Dusan Katnic,294,108,28,62,0,0,2,14,13,19,540
Lovre Basic,603,101,53,58,0,0,5,19,27,10,876
Ivan Opacak,14,62,5,10,35,0,4,11,7,4,152
Domagoj Bosnjak,397,278,88,51,1,0,14,62,64,20,975
Josip Mikulic,0,10,3,1,7,27,7,7,0,0,62
Sani Becirovic,72,25,9,14,12,0,2,8,13,12,167
Jaka Brodnik,3,31,10,4,1,0,5,10,3,1,68
Smiljan Pavic,0,5,5,1,24,16,20,30,0,0,101
Paolo Marinelli,431,117,57,93,8,0,9,22,22,19,778
Aleksandar Radukic,0,11,0,1,2,7,9,8,0,1,39
Gjorgi Cekovski,0,63,13,5,86,52,21,30,3,0,273
Marko Tejic,4,104,39,12,134,119,99,91,4,1,607
Ivan Marinkovic,5,51,92,18,152,286,238,206,4,0,1052
Sinisa Stemberger,99,90,15,18,0,0,3,3,15,9,252
Marko Pajic,0,8,0,0,0,0,4,1,0,0,13
Sasa Avramovic,17,39,22,5,5,1,12,19,1,1,122
Edo Muric,139,361,175,91,210,5,118,154,62,35,1350
Ante Djugum,1,10,2,1,14,27,9,21,0,1,86
Peter Lorant,3,84,30,20,70,48,20,46,8,0,329
Filip Bundovic,2,74,11,5,129,98,44,48,3,0,414
Andrija Coric,8,34,18,5,25,0,6,11,2,1,110
Nemanja Protic,246,47,29,68,0,0,1,10,5,17,423
Zoltan Toth,6,2,3,2,0,0,0,0,0,0,13
Mark Steven Lyons,29,3,4,4,0,0,0,0,0,0,40
Stefan Jovic,1593,243,188,109,18,0,48,76,21,28,2324
Nikola Tijanic,0,5,2,0,0,0,3,6,0,1,17
Radovan Djokovic,79,19,12,12,0,0,2,3,1,2,130
Tomislav Gabric,15,117,38,12,4,8,4,28,13,3,242
Lance Williams,0,1,2,0,30,8,10,9,0,0,60
Radenko Pilcevic,101,13,10,17,0,0,0,2,3,3,149
Willie Warren,171,20,52,70,20,0,5,10,4,11,363
Cristopher Booker,0,40,9,9,36,33,17,34,3,0,181
Nikola Otasevic,205,45,30,25,0,0,6,18,1,7,337
Bennet Davis,2,5,1,2,3,1,5,3,2,0,24
Lovro Demo,0,0,1,0,0,0,0,0,0,0,1
Marko Mugosa,48,109,51,11,0,0,8,26,14,6,273
Drazen Bubnic,0,119,18,2,70,29,33,27,11,2,311
Vojislav Stojanovic,111,81,48,54,62,2,14,44,7,2,425
Milan Milovanovic,0,0,3,0,4,3,3,6,0,0,19
Joshua Selby,3,3,2,0,0,0,0,0,0,0,8
Nemanja Miskovic,0,0,0,0,0,0,0,0,0,0,0
Dorian Jelenek,0,0,1,0,0,0,0,2,0,0,3
Ljubomir Mladenovski,0,2,8,2,24,23,41,32,0,0,132
Chris Oliver,5,51,23,23,35,8,21,29,7,0,202
Djoko Salic,0,25,20,3,90,52,57,40,0,0,287
Franko Kastropil,0,1,2,1,68,12,8,30,0,0,122
Gorjan Markovski,8,41,13,6,1,0,6,13,2,2,92
Carl Jones,9,3,2,4,0,0,0,0,1,2,21
Boban Stajic,60,19,8,11,0,0,2,2,0,2,104
