,P&R Ball Handler,Spot-Up,Transition,ISO,Post-Up,P&R Roll Man,Cut,Offensive Rebound,Off Screen,Hand Off,Total
Marvin Cairo,1,6,3,1,1,1,1,2,0,0,16
Orestes Torres,0,11,8,6,14,3,6,7,4,2,61
Rashawn Thomas,0,0,6,0,5,5,6,3,0,0,25
David Stockton,28,3,14,1,0,0,0,3,1,1,51
William Granda,16,6,3,6,0,0,2,1,3,0,37
Taylor Braun,1,3,2,0,0,1,2,4,1,0,14
Nick Johnson,2,0,0,0,0,0,0,0,0,0,2
Michael Hinestroza,0,1,0,1,4,0,1,2,0,0,9
Nicolas Carvacho,0,0,0,0,0,0,0,0,1,0,1
Lourawls Nairn,2,2,5,0,0,0,1,0,0,0,10
Dwight Coleby,0,0,0,0,1,0,0,0,0,0,1
Lynden Rose,34,7,10,3,1,0,1,3,0,2,61
Jaime Lloreda,1,10,11,7,86,3,10,25,0,1,154
Yoel Cubilla,0,0,2,0,2,1,2,2,0,0,9
Mario Troyano,1,1,0,0,0,0,0,0,0,0,2
Chris Gaston,0,5,5,0,8,4,5,6,0,0,33
Diego Willis,2,0,1,0,0,0,0,0,1,1,5
Juan Pablo Vaulet,1,3,0,0,0,0,3,2,0,0,9
Leonardo Mainoldi,0,60,16,0,1,5,3,8,9,2,104
Edison Ortiz,0,10,1,0,0,0,0,1,2,0,14
Franco Balbi,6,1,3,1,0,0,0,0,0,0,11
Lautaro Berra,0,0,1,0,1,0,1,1,0,0,4
Fernando Dose,1,7,3,1,0,4,1,1,0,1,19
Hector Hernandez,1,186,41,27,52,42,23,35,11,1,419
Yoanki Mensia,8,6,7,2,3,0,1,3,3,0,33
Yaser Rodriguez,24,6,10,4,0,0,0,1,3,2,50
Marco Ramos,5,36,11,3,2,0,11,25,4,1,98
Lisvan Valdez,9,5,6,1,0,0,1,0,3,1,26
Freddy Marin,0,1,1,0,2,1,0,0,0,0,5
Larry Drew II,50,6,9,2,0,0,1,2,1,1,72
Xavier Silas,5,5,5,1,0,0,1,1,2,2,22
Aaron Harrison,3,11,1,0,0,0,0,0,2,3,20
Travis Wear,1,18,6,0,0,2,2,5,1,0,35
Devin Williams,0,1,2,0,6,4,2,5,0,0,20
Emmanuel Andujar,8,18,8,1,1,0,4,3,2,4,49
Alonzo Gee,0,1,1,0,0,0,1,3,0,0,6
Damion Lee,3,4,2,0,0,0,2,0,2,0,13
Rodney Purvis,16,4,5,3,0,0,0,0,0,0,28
Juan Ramon Rivas,0,2,0,0,0,0,0,0,0,0,2
Simon Granados,2,0,3,1,0,0,0,0,1,0,7
Juan Fontena,0,6,1,1,3,3,2,0,0,0,16
Renato Vera,0,4,0,1,0,3,0,0,1,0,9
Ricardo Fischer,51,9,6,3,0,0,2,5,1,0,77
Kahlid Gerard,1,5,0,0,0,0,0,0,0,0,6
Juan Ducasse,0,5,5,1,0,0,0,4,3,0,18
Edgar Garibay,0,8,4,0,3,5,4,5,0,0,29
Alexis Colon,0,1,0,0,0,0,0,0,0,0,1
Derek Willis,0,2,0,0,0,1,0,1,0,0,4
Dayner Martinez,0,1,0,0,0,0,0,1,0,0,2
Jose Ascanio,0,2,1,0,0,1,1,0,0,0,5
Jose Bracho,1,1,1,0,0,0,0,0,0,0,3
Luis Carrillo,0,1,0,0,0,0,0,0,0,0,1
Junior Martinez,0,1,0,0,0,0,0,0,0,0,1
Jonathan Augustin-Fairell,0,1,0,2,3,0,1,0,0,0,7
Alonzo Hinds,0,3,2,1,0,0,0,1,0,0,7
Kentwan Smith,0,3,2,0,0,0,0,1,0,0,6
David Nesbitt,0,5,7,0,9,0,2,7,1,1,32
Eugene Bain,0,1,3,0,1,0,1,0,0,1,7
Abel Joseph,3,4,5,1,0,0,1,5,1,2,22
Michael Bain,4,6,5,1,1,0,1,2,0,1,21
Robert Nortmann,0,0,0,0,1,0,1,3,0,1,6
Shavanno Cooper,0,1,3,0,0,0,1,0,0,0,5
Leon Cooper,1,2,0,0,0,0,0,0,0,0,3
Edgar Moreno,20,4,9,5,1,0,1,1,1,0,42
Divier Perez,1,2,3,0,3,2,5,4,1,0,21
Alex Diaz,0,1,0,0,0,0,1,0,0,0,2
Hector Martinez,0,0,0,1,0,2,2,3,0,0,8
Eleutherio Renteria,2,10,3,0,0,0,2,5,1,1,24
Larry Cardona,1,0,0,0,0,0,0,0,0,0,1
Guilherme Bento,0,0,0,0,0,0,0,1,0,0,1
Jermaine Anderson,50,7,2,8,0,0,0,2,0,0,69
Jevohn Shepherd,2,6,4,2,2,0,0,0,0,0,16
Fulvio de Assis,48,4,4,0,0,0,0,0,0,2,58
Cesar Garcia,3,19,12,2,0,0,1,1,6,0,44
Edwin Mijares,12,3,3,3,0,0,0,2,0,0,23
Lucas Mariano,0,9,2,2,14,12,7,3,2,0,51
Antonio Ferreira,0,1,0,0,0,0,0,0,0,0,1
Xavier Rathan-Mayes,60,10,10,21,2,0,1,1,0,1,106
Olivier Hanlan,27,17,8,5,0,0,0,1,0,1,59
Marc Trasolini,0,2,1,0,1,1,3,3,0,0,11
Grandy Glaze,0,1,2,0,0,2,3,2,0,0,10
Darshtyn Baker,6,1,3,2,0,0,1,0,1,0,14
Torrington Cox,0,4,0,0,0,0,0,1,0,0,5
Livingston Munnings,0,1,3,0,0,0,5,0,0,0,9
Unidentifiable Player,2,0,1,0,0,0,0,0,0,0,3
Guillermo Diaz,14,4,7,5,1,0,2,1,5,4,43
Freddy Goicochea,0,0,0,0,1,0,0,0,0,0,1
Pedro Ochoa,1,1,1,0,0,0,1,0,0,0,4
Markel Brown,1,4,6,0,0,0,2,3,1,1,18
Donald Sloan,17,1,5,2,0,0,0,0,0,1,26
Semaj Christon,9,4,3,1,0,0,0,1,1,0,19
Elijah Millsap,4,2,5,2,0,0,2,1,0,1,17
Pedro Meza,29,11,2,5,0,0,3,3,2,3,58
D Brown,1,1,0,0,0,0,0,0,0,1,3
Kennedy Meeks,0,1,0,0,3,0,0,0,0,0,4
Jonathan King,7,13,2,5,5,0,3,0,1,1,37
Matias Sandes,0,0,0,0,5,1,2,1,0,0,9
Soren de Luque,0,0,1,0,0,0,0,0,0,0,1
Alejandro Minota,0,0,0,1,0,0,0,0,0,0,1
Jose Rodriguez,0,0,0,0,1,0,1,0,0,0,2
Mark St. Fort,1,1,0,0,0,0,0,0,1,0,3
Leandro Ferreira,0,0,1,0,0,0,0,0,0,0,1
Rustam Murzagaliyev,181,55,21,14,1,0,0,10,9,5,296
Anthony Clemmons,40,8,3,2,1,0,0,2,2,3,61
Alexandr Zhigulin,0,58,17,7,25,34,19,34,5,1,200
Rustam Yergaly,58,19,8,9,9,0,3,8,9,1,124
Dmitriy Gavrilov,0,9,4,1,17,19,14,14,0,0,78
Nikolay Bazhin,3,13,8,0,2,1,4,5,1,0,37
Marcio Tsongo Lassiter,28,17,11,2,0,0,1,5,2,6,72
Jayson William,217,53,71,98,1,1,9,16,7,15,488
John Erram,0,2,2,0,0,4,3,3,2,1,17
Shaim Kuanov,39,9,4,2,0,0,0,0,0,4,58
Anton Bykov,0,1,8,0,30,19,22,10,0,0,90
Askar Maidekin,0,1,1,1,3,2,5,6,0,0,19
Thirdy Ravena,2,3,0,0,0,0,1,0,0,0,6
Mangok Mathiang,0,1,2,0,5,0,4,2,0,0,14
Emmett Naar,15,2,1,0,0,0,0,2,0,0,20
Isaac Humphries,1,3,0,2,5,4,6,3,0,0,24
Thomas Wilson,7,6,7,1,0,0,0,1,1,2,25
Meisam Mirzaei,0,7,3,4,25,24,15,31,2,0,111
Jarrad Weeks,12,3,6,0,0,0,0,0,0,1,22
Lucas Walker,0,1,2,1,0,0,2,2,1,0,9
Harrison Froling,0,4,2,0,0,1,3,1,1,0,12
Tim Coeenraad,1,7,2,0,0,0,0,0,1,0,11
Navid Niktash,1,19,6,0,2,1,1,5,1,1,37
Daniel Grida,0,1,0,0,0,0,1,0,0,0,2
Khalid Abdi,37,44,16,19,15,1,14,16,9,4,175
Ali Saeed Erfan,1,45,17,10,42,27,15,42,2,2,203
Abdelrahman Abdelhaleem,1,33,8,3,6,6,3,6,0,0,66
Yuki Togashi,102,20,7,22,0,0,0,2,1,2,156
Faris Avdic,5,5,4,0,3,2,0,3,0,1,23
Moustafa Fouda,51,7,2,11,0,0,0,0,2,2,75
Nedim Muslic,3,3,2,0,2,0,2,2,0,0,14
Momar Gueye,22,9,1,3,0,0,1,0,0,0,36
Emir Mujkic,0,7,2,0,10,6,2,8,0,0,35
Malek Saleem,5,14,5,1,5,0,1,2,1,1,35
Naoto Tsuji,31,22,13,5,0,0,1,1,22,13,108
Nasser Alrayes,0,5,7,2,6,6,11,5,0,0,42
Khaled Abdelbaset,10,7,7,4,0,0,1,2,0,0,31
Tenketsu Harimoto,0,35,11,3,2,8,3,7,0,0,69
Leo Vendrame,0,1,0,0,0,0,0,0,0,1,2
Jarrod Kenny,40,16,7,5,0,0,1,4,1,1,75
Tyrell Harrison,0,1,4,0,0,2,1,2,0,0,10
Malek Kanaan,29,11,9,5,0,0,1,6,0,4,65
Ali Haidar,2,98,26,26,69,36,52,44,5,4,362
Ater Majok,0,10,8,2,19,15,11,27,0,0,92
Wael Arakji,174,39,60,39,2,0,2,18,3,7,344
Jean Abdelnour,19,34,28,1,6,0,15,31,3,0,137
Youngjun An,2,5,11,1,0,0,1,1,1,1,23
Elie Rustom,24,29,15,6,2,1,4,14,8,6,109
Amir Saoud,107,65,52,16,1,1,1,4,27,17,291
Bassel Bawji,3,75,21,12,26,11,38,53,2,0,241
Jad Khalil,25,8,7,1,0,0,1,1,2,0,45
Si-rae Kim,9,7,2,0,0,0,0,1,0,4,23
Jinsoo Choi,2,10,5,1,0,0,0,2,0,0,20
Charles Tabet,0,1,9,2,5,10,20,24,0,0,71
Hong-seok Yang,0,8,9,0,0,0,3,0,0,1,21
Dong-seob Lim,5,19,13,0,0,0,1,2,11,4,55
Magd Harbasha,11,5,4,1,0,0,0,0,0,0,21
Abdulwahab al-Hamwi,0,14,3,4,36,28,29,39,0,1,154
Hani Adribe,1,19,4,3,2,7,20,20,0,0,76
William al-Haddad,36,12,18,3,0,0,4,11,1,3,88
Omar Cheikh-Ali,4,26,14,2,3,2,8,9,1,1,70
Linjian Chen,0,7,1,0,0,0,2,0,1,0,11
Qian Wu,34,33,24,1,0,0,0,10,21,5,128
Hao Fu,0,1,1,0,2,1,3,0,0,0,8
Tarek Aljabi,50,41,52,6,2,0,11,21,6,5,194
Tofek Saleh,1,5,0,2,6,3,3,10,0,0,30
Khalel Khori,7,8,3,1,3,0,3,6,0,0,31
Sharif al-Osh,45,28,14,0,0,0,0,3,1,3,94
Zhixuan Liu,16,8,8,2,0,0,1,4,2,3,44
Nadim Issa,6,6,3,1,0,0,0,1,0,0,17
Meng Lei,0,1,1,0,0,0,0,0,1,0,3
Georgi Nazarian,0,2,0,0,0,0,0,0,0,0,2
Haowen Guo,4,0,1,0,0,0,0,0,0,0,5
Ziab Alshawakh,0,3,3,0,0,0,1,4,0,0,11
Reuben Te Rangi,49,37,23,16,7,0,7,14,6,9,168
Ahmad Ibrahim,54,44,38,7,3,0,1,8,5,8,168
Ali Mezher,37,9,12,2,0,0,1,3,1,0,65
Mika Vukona,2,11,8,21,32,9,22,44,0,1,150
Dehao Yu,32,9,11,3,0,0,2,10,1,0,68
Kwang-jae Lee,0,0,0,0,0,0,0,0,0,1,1
Jack McVeigh,0,0,0,0,0,0,0,0,0,1,1
Mohd Mohamed,1,26,21,11,59,18,23,24,2,0,185
Mansour El Hadary,34,33,24,12,0,0,1,2,1,1,108
Scottie Thompson,9,4,7,0,0,0,0,7,0,3,30
Rouzbeh Arghavan,0,26,4,1,7,16,15,16,1,0,86
Atsuya Ota,1,1,6,1,14,9,27,21,0,0,80
Keyvan Riaei,0,0,0,0,0,0,4,3,0,0,7
Matt Hodgson,0,1,7,1,26,8,29,38,0,0,110
Cameron Gliddon,39,36,11,1,0,0,4,5,6,5,107
Mitch McCarron,17,17,20,1,1,0,8,10,7,0,81
Hassan Mohamed,68,59,24,25,3,3,2,7,9,3,203
Todd Blanchfield,3,27,14,0,0,0,3,3,7,1,58
David Barlow,0,4,3,0,0,2,2,0,0,0,11
Jason Cadee,86,43,28,1,0,0,4,6,7,7,182
Nathan Jawai,0,0,2,0,23,2,11,6,0,0,44
Mitch Norton,32,16,13,2,0,0,5,3,0,4,75
Daniel Johnson,1,7,4,0,13,2,7,6,0,0,40
Moustafa Lashin,1,5,1,0,0,0,1,3,1,0,12
Craig Moller,2,2,0,0,0,0,3,0,0,0,7
Aren Davoudichegani,26,21,11,1,0,0,2,7,5,0,73
Christian Standhardinger,1,9,13,3,4,17,26,14,0,1,88
L.A. Tenorio,66,35,15,8,0,0,1,9,2,6,142
Navid Rezaeifar,8,8,7,1,1,0,0,2,1,1,29
Matthew Wright,37,40,26,6,0,1,4,3,8,19,144
Beau Belga,0,8,3,0,1,5,2,2,0,0,21
Arwind Santos,0,1,0,0,0,0,1,0,0,0,2
Mohammad Torabi,0,0,0,0,0,2,1,1,0,0,4
Maxim Marchuk,15,25,12,3,0,0,12,14,3,2,86
Vadim Chsherbak,1,3,1,0,0,0,0,1,1,1,8
Peng Zhou,28,100,33,27,23,6,21,15,35,2,290
Aliun Guo,312,52,75,31,0,0,3,15,2,6,496
Mingxuan Hu,10,4,13,1,0,0,0,2,0,0,30
Zijie Shen,0,0,2,0,1,1,0,3,0,0,7
Rodrigue Akl,54,7,1,4,0,0,0,5,0,1,72
Jinqiu Hu,0,9,12,1,8,9,27,28,1,0,95
Daniel Faris,0,3,0,0,2,0,6,8,0,0,19
Yanhao Zhao,2,3,2,0,0,0,0,0,0,0,7
Anthouny Bakar,26,17,18,4,1,0,3,6,3,2,80
Sebouh Kharadjian,16,0,2,1,0,0,1,0,0,0,20
Kruz Perrott-Hunt,10,2,0,0,0,0,0,1,0,2,15
Thomas Vodanovich,0,8,5,0,1,1,3,2,1,0,21
Derone Raukawa,67,9,10,0,0,0,0,6,1,1,94
Omar Idelbi,3,1,1,1,0,0,0,1,0,1,8
Se-keun Oh,2,31,20,7,32,20,31,22,0,4,169
Sinan Eid,33,5,8,2,0,0,0,4,2,3,57
Kyung-min Doo,8,8,7,0,0,0,0,1,3,2,29
Amir Sedighi,0,2,2,0,0,3,0,0,0,0,7
Stanley Pringle,28,7,10,2,0,0,1,1,0,2,51
Alexander Cabagnot,13,10,3,4,0,0,0,0,1,1,32
Gregory Slaughter,0,1,0,0,1,1,0,1,0,0,4
Takatoshi Furukawa,21,37,29,5,0,0,5,6,48,7,158
Ricardo Ratliffe,0,9,22,8,56,21,22,35,1,1,175
Mohammad Mohammad Hamdi Saleem Hasoneh,0,0,0,0,0,1,0,0,0,0,1
Makan Kelanbaike,0,2,1,0,0,0,0,0,0,0,3
Zhandong Zhou,1,0,0,0,0,0,0,0,0,0,1
Dejun Han,0,6,10,5,50,7,13,19,0,0,110
Ian Sangalang,0,7,1,0,0,0,1,0,0,0,9
Targuy Ngombo,11,6,8,9,13,1,2,4,0,0,54
Pauliasi Taulava,0,2,6,1,5,4,8,10,0,1,37
Justin Hawkins,29,17,17,17,4,0,8,7,8,2,109
Junbeom Jeon,0,7,3,0,0,0,0,0,2,0,12
Ahmad Khyyata,0,1,2,2,0,0,0,0,0,0,5
Junyl Kim,0,0,0,0,0,1,0,0,0,0,1
Angus Brandt,1,1,7,0,44,5,33,20,0,1,112
Kevin Lisch,26,15,6,4,0,0,1,8,3,2,65
Anthony Drmic,1,7,4,0,0,0,2,4,3,0,21
Azim Yagodkin,46,26,5,1,0,0,0,4,1,4,87
Denis Degtyarev,0,3,1,1,0,2,1,0,0,0,8
Arsalan Kazemi,1,12,38,2,8,11,46,37,1,0,156
Vahid Dalirzahan,5,11,5,0,0,0,1,4,2,0,28
Ira Brown,0,19,17,7,29,20,15,20,1,0,128
Elie Stephan,8,8,4,0,0,0,0,0,3,4,27
Elie Chamoun,6,8,3,0,0,0,1,1,2,2,23
Xiaoxu Li,0,5,1,0,0,2,3,3,0,0,14
Wenbo Lu,0,0,1,0,0,0,0,0,0,0,1
Jordan Al-Dasuqi,0,2,1,0,0,0,0,1,0,1,5
Jesse Wagstaff,1,9,8,0,1,3,0,3,1,0,26
Dion Prewster,3,7,4,0,0,0,2,1,0,1,18
Ahmad Hariri,0,0,0,1,0,0,0,1,0,0,2
Allein Maliksi,2,1,1,0,0,0,0,2,0,1,7
Gabe Norwood,24,50,40,17,1,3,8,19,1,6,169
Thon Maker,0,4,7,0,4,3,3,4,0,0,25
Daniel Kickert,1,36,18,9,24,13,20,10,0,1,132
Terrence Romeo,117,41,62,78,0,1,7,7,4,11,328
Calvin Abueva,10,36,42,10,4,0,23,24,2,9,160
Baser Amer,0,1,0,1,0,0,0,0,0,0,2
Ying-Chun Chen,39,6,14,7,3,0,1,2,1,2,75
Wen-Ting Tseng,1,26,7,11,25,5,8,10,3,1,97
Cheng Liu,38,22,34,3,1,0,4,8,18,11,139
Chin-Min Yang,9,12,17,1,4,0,2,4,8,4,61
Quincy Davis,0,18,29,6,75,19,27,49,4,0,227
Cheng-Ju Lu,12,49,30,3,2,0,3,5,38,8,150
Long-Mao Hu,5,16,4,0,1,3,6,5,3,0,43
Yi-Hsiang Chou,49,19,21,10,1,0,3,3,12,10,128
Chun-Yen Peng,8,1,5,1,0,0,0,1,0,1,17
Douglas Creighton,1,17,7,1,0,0,4,3,4,0,37
Kuan-Chuan Chen,0,8,0,3,5,4,1,2,0,0,23
Naoki Uto,13,1,5,1,0,0,0,0,1,0,21
Mohammed Abdulqader,38,11,13,4,0,0,2,9,1,1,79
Clinton Johnson,147,22,22,61,7,0,2,8,3,1,273
Ihab al-Zuhairi,0,5,3,4,6,13,5,7,0,0,43
Ali Hamad,1,28,15,2,1,0,3,13,2,1,66
Abdulrahman Saad,77,34,36,39,0,0,8,10,10,7,221
Demario Mayfield,100,15,18,36,6,0,2,15,4,4,200
Karrar Hamzah,5,30,22,6,0,0,2,5,1,3,74
Teymor Shkuer,0,1,1,0,0,0,0,0,0,0,2
Nawres Dhafer,0,2,0,0,1,4,2,3,0,0,12
Nasser al-Rayes,0,5,1,0,3,1,5,1,0,0,16
Ali Ismael,3,41,18,3,3,1,6,11,2,1,89
Hassan Abdullah,23,31,21,3,0,0,0,1,6,5,90
Rustam Yargaliyev,113,59,32,21,5,0,4,10,22,3,269
Nikolay Bazhkin,2,26,6,1,6,1,10,13,2,0,67
Oshin Sahakian,4,86,38,2,12,4,38,51,1,0,236
Vadim Shcherbak,2,11,2,2,0,0,1,0,4,1,23
Satkeyev Aimurat,0,0,0,0,1,0,0,0,0,0,1
Chun-Wai Wong,2,50,11,1,10,5,9,11,2,5,106
Shing-Yee Fong,3,34,5,6,0,10,15,7,1,1,82
Ung Heo,19,24,12,3,0,0,1,5,16,9,89
Ki Lee,82,62,28,13,0,0,3,7,12,20,227
Seung-jun Lee,0,8,3,1,10,2,4,5,1,0,34
Choi-Kwan Tsai,11,18,13,5,0,0,2,0,5,8,62
Jung-hyun Lee,44,43,17,4,0,0,1,6,18,24,157
Adam Xu,21,10,17,12,0,1,1,4,3,3,72
Sang-jae Kang,0,3,0,0,1,0,0,3,0,0,7
Ho-on Heo,21,7,6,4,0,0,1,2,2,5,48
Tsz Lai Lau,9,17,3,1,1,0,0,4,3,3,41
Jun-yong Choi,25,17,21,1,5,1,4,4,2,5,85
Man-Hung Liang,18,15,9,5,0,0,0,3,0,6,56
Wai-Kit Szeto,0,1,0,0,7,1,9,10,0,0,28
Kim Wong Li,28,24,9,1,1,0,6,6,1,0,76
Jack Salt,0,0,2,0,2,3,4,4,0,0,15
Tailong Zhao,1,16,4,0,0,0,0,0,2,1,24
Hanlin Dong,0,0,3,0,2,3,6,3,0,0,17
Changdong Yu,0,6,2,0,0,2,2,3,0,0,15
Ziming Fan,0,0,0,0,1,1,0,1,0,0,3
Arvind Arumugam,0,12,18,4,9,0,15,19,0,3,80
Satnam Singh,1,21,20,7,25,19,25,16,3,0,137
Justin Joseph,11,18,16,3,0,0,0,5,0,1,54
Sami Bzai,35,18,10,3,0,0,2,4,4,1,77
Singh Bhullar,8,4,5,2,0,0,0,0,1,0,20
Joginder Singh,9,6,1,1,0,1,0,2,0,1,21
Jeevenatham Pandi,0,4,5,1,4,1,10,6,0,0,31
Akilan Pari,44,35,19,4,0,0,4,6,0,4,116
Mahipal Singh,1,0,0,1,0,0,0,0,0,0,2
Sartaj Singh,1,0,1,0,0,0,0,0,0,0,2
Ravi Bhardwaj,0,2,1,0,2,0,2,0,0,0,7
Gaurav Patwal,1,1,1,0,0,0,0,0,0,0,3
Tarek al-Jabi,17,19,32,1,0,0,2,2,1,1,75
Sam Young,10,9,9,4,4,0,0,3,0,0,39
Muhia Kasaballi,0,2,2,0,2,1,3,6,0,0,16
Joseph Chartouny,5,3,7,1,0,0,0,1,1,0,18
Miguel Martinez,5,0,2,0,0,0,0,1,0,0,8
Micheal Madanly,79,36,51,17,0,1,12,16,20,11,243
Ivan Todorovic,0,5,4,9,26,13,20,23,0,0,100
Jamil Saddir,2,4,1,0,1,3,3,8,0,0,22
Yehia Abdelhaleem,1,12,5,1,3,3,1,3,2,0,31
Abdulrahman al-Muftah,1,0,1,0,0,0,0,0,0,1,3
Yi-Chieh Su,13,1,1,1,0,0,1,0,0,1,18
Po-Chen Chou,0,13,13,4,3,4,10,10,0,0,57
Yu-An Chiang,19,15,19,4,0,0,3,8,2,4,74
Jiovani Jalalon,8,4,5,1,0,0,1,6,0,0,25
Isaac Letoa,10,2,2,1,0,0,2,3,0,0,20
Kam-Hing Cheng,11,18,6,16,0,0,0,0,0,1,52
Hoi-Kwong Lam,4,5,0,2,0,0,0,0,0,5,16
Yu Lam,3,1,0,1,0,0,0,0,0,1,6
Chan-hee Park,35,9,2,1,0,0,4,4,1,4,60
Yadwinder Singh,14,30,10,15,6,1,6,9,2,2,95
Duncan Reid,3,35,20,33,94,22,29,45,2,2,285
Ho-Chun Lin,1,11,5,1,0,0,4,2,1,0,25
