,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
147,,,,,,,,,,,,,,,,,,,,,,,265,1630,869,1016,1804,1306,862,1027,329,85,0
816,,,,,,,,,,,,,,,,,,,,,,,3857,640,1448,1022,468,23,226,169,816,445,1
246,,,,,,,,,,,,,,,,,,,,,,,136,1928,828,474,2391,1021,514,975,507,161,0
278,,,,,,,,,,,,,,,,,,,,,,,10,224,859,347,2127,1167,1380,2807,4,5,3
131,,,,,,,,,,,,,,,,,,,,,,,791,1915,998,1402,1451,377,457,624,647,121,0
483,,,,,,,,,,,,,,,,,,,,,,,4795,880,1144,804,29,7,264,250,192,283,2
409,,,,,,,,,,,,,,,,,,,,,,,2830,2047,1361,796,42,60,148,166,653,539,1
73,,,,,,,,,,,,,,,,,,,,,,,3348,1297,698,470,468,24,229,459,825,698,1
57,,,,,,,,,,,,,,,,,,,,,,,3733,1320,867,1549,22,11,58,136,307,463,1
227,,,,,,,,,,,,,,,,,,,,,,,3039,1477,1086,433,33,25,300,223,1024,716,1
661,,,,,,,,,,,,,,,,,,,,,,,3679,984,1046,907,93,25,263,389,417,548,1
203,,,,,,,,,,,,,,,,,,,,,,,1748,1400,965,1373,1173,271,303,571,365,179,6
59,,,,,,,,,,,,,,,,,,,,,,,4539,989,1350,706,4,3,157,208,107,260,2
313,,,,,,,,,,,,,,,,,,,,,,,129,1286,1238,676,1409,1238,998,1135,116,52,0
812,,,,,,,,,,,,,,,,,,,,,,,4799,724,829,667,202,16,142,179,317,387,2
837,,,,,,,,,,,,,,,,,,,,,,,50,1018,556,626,2519,1446,469,1145,340,46,5
105,,,,,,,,,,,,,,,,,,,,,,,4771,906,956,619,77,6,115,147,284,333,2
471,,,,,,,,,,,,,,,,,,,,,,,79,1373,671,378,2074,1779,710,888,189,52,0
28,,,,,,,,,,,,,,,,,,,,,,,7,1941,908,292,810,2051,791,1091,158,31,0
259,,,,,,,,,,,,,,,,,,,,,,,4030,657,1141,1236,138,1,138,276,89,282,2
641,,,,,,,,,,,,,,,,,,,,,,,4664,739,1058,516,15,5,214,429,52,201,2
52,,,,,,,,,,,,,,,,,,,,,,,1099,1377,1153,120,4,98,187,104,2107,1564,6
50,,,,,,,,,,,,,,,,,,,,,,,3107,986,948,798,690,14,229,307,234,455,1
126,,,,,,,,,,,,,,,,,,,,,,,504,1907,1332,370,887,863,841,805,168,79,0
475,,,,,,,,,,,,,,,,,,,,,,,36,1457,536,372,2118,1395,747,759,160,120,0
37,,,,,,,,,,,,,,,,,,,,,,,3913,1054,834,470,112,31,236,358,318,315,2
214,,,,,,,,,,,,,,,,,,,,,,,1010,1842,956,1018,885,418,243,542,371,321,6
356,,,,,,,,,,,,,,,,,,,,,,,4539,816,929,548,56,14,160,352,40,152,2
353,,,,,,,,,,,,,,,,,,,,,,,8,508,474,147,2253,1319,944,1783,38,9,5
63,,,,,,,,,,,,,,,,,,,,,,,953,2596,1796,337,99,153,258,485,482,293,6
293,,,,,,,,,,,,,,,,,,,,,,,1955,1389,1131,343,3,20,449,326,765,1032,6
294,,,,,,,,,,,,,,,,,,,,,,,1128,1735,1218,579,905,376,457,386,370,247,6
165,,,,,,,,,,,,,,,,,,,,,,,32,632,251,817,3440,558,480,1040,59,16,5
84,,,,,,,,,,,,,,,,,,,,,,,2072,1395,475,1048,1432,98,73,230,363,134,1
74,,,,,,,,,,,,,,,,,,,,,,,1080,2000,904,432,952,103,226,225,913,393,6
301,,,,,,,,,,,,,,,,,,,,,,,2842,1162,931,1280,70,10,63,153,342,262,1
275,,,,,,,,,,,,,,,,,,,,,,,1689,1747,1494,257,15,41,247,364,783,471,6
79,,,,,,,,,,,,,,,,,,,,,,,2889,1173,1305,557,50,8,273,370,114,365,1
208,,,,,,,,,,,,,,,,,,,,,,,72,1481,659,559,1833,1000,514,641,268,58,0
482,,,,,,,,,,,,,,,,,,,,,,,4721,747,626,374,1,2,79,137,142,228,2
104,,,,,,,,,,,,,,,,,,,,,,,54,1540,544,413,2269,1252,185,205,498,75,0
261,,,,,,,,,,,,,,,,,,,,,,,3135,1121,716,1275,7,17,137,186,107,310,1
588,,,,,,,,,,,,,,,,,,,,,,,1167,1564,1274,541,344,70,365,237,1064,379,6
243,,,,,,,,,,,,,,,,,,,,,,,3999,1056,648,510,5,6,36,154,160,400,2
819,,,,,,,,,,,,,,,,,,,,,,,279,799,378,367,2021,1103,680,1007,239,32,5
664,,,,,,,,,,,,,,,,,,,,,,,4062,776,1031,555,0,5,59,156,31,205,2
697,,,,,,,,,,,,,,,,,,,,,,,238,913,1067,1200,1312,581,535,808,103,92,0
21,,,,,,,,,,,,,,,,,,,,,,,3760,1048,625,536,30,7,116,294,116,243,2
395,,,,,,,,,,,,,,,,,,,,,,,35,1055,330,367,2159,1255,608,838,70,39,5
315,,,,,,,,,,,,,,,,,,,,,,,3193,765,761,848,211,5,208,336,107,306,1
155,,,,,,,,,,,,,,,,,,,,,,,12,156,319,99,2947,647,1071,1458,17,3,5
81,,,,,,,,,,,,,,,,,,,,,,,3528,692,532,749,331,16,89,91,408,188,2
238,,,,,,,,,,,,,,,,,,,,,,,12,607,301,101,1332,1454,1445,1266,30,23,3
982,,,,,,,,,,,,,,,,,,,,,,,4033,565,697,536,2,24,53,130,178,349,2
116,,,,,,,,,,,,,,,,,,,,,,,15,299,287,170,1960,1187,1146,1433,34,12,5
615,,,,,,,,,,,,,,,,,,,,,,,2611,1300,718,407,398,35,185,408,175,290,1
388,,,,,,,,,,,,,,,,,,,,,,,4052,563,771,716,5,4,37,161,71,127,2
674,,,,,,,,,,,,,,,,,,,,,,,3950,596,529,965,10,5,36,137,111,133,2
233,,,,,,,,,,,,,,,,,,,,,,,3448,732,852,614,7,0,121,155,196,332,2
277,,,,,,,,,,,,,,,,,,,,,,,16,373,365,395,2491,750,807,1136,44,30,5
1147,,,,,,,,,,,,,,,,,,,,,,,3414,686,696,528,9,22,100,165,289,447,2
34,,,,,,,,,,,,,,,,,,,,,,,2777,954,718,932,151,2,201,315,145,155,1
158,,,,,,,,,,,,,,,,,,,,,,,3200,887,842,536,10,1,103,153,184,314,2
172,,,,,,,,,,,,,,,,,,,,,,,12,634,424,150,1654,779,1231,1301,20,19,5
380,,,,,,,,,,,,,,,,,,,,,,,1994,1428,1165,339,8,18,286,202,313,443,1
115,,,,,,,,,,,,,,,,,,,,,,,656,2215,1156,144,157,233,412,453,407,349,4
31,,,,,,,,,,,,,,,,,,,,,,,2396,1061,684,521,31,10,259,273,601,340,1
629,,,,,,,,,,,,,,,,,,,,,,,3022,1253,502,330,6,32,48,153,418,411,1
118,,,,,,,,,,,,,,,,,,,,,,,1407,1618,865,339,10,9,137,175,1196,415,6
15,,,,,,,,,,,,,,,,,,,,,,,1586,1413,640,100,13,17,432,109,1039,715,6
1039,,,,,,,,,,,,,,,,,,,,,,,2644,725,660,441,30,60,251,249,355,640,1
30,,,,,,,,,,,,,,,,,,,,,,,10,21,422,22,1216,1222,1136,1967,6,1,3
61,,,,,,,,,,,,,,,,,,,,,,,3,157,339,61,1265,1279,1506,1265,28,4,3
642,,,,,,,,,,,,,,,,,,,,,,,880,1151,948,426,638,234,409,640,248,276,6
628,,,,,,,,,,,,,,,,,,,,,,,2037,1288,576,559,184,34,92,140,301,504,1
7,,,,,,,,,,,,,,,,,,,,,,,2767,1038,515,332,32,11,209,165,294,346,1
1,,,,,,,,,,,,,,,,,,,,,,,751,2193,1168,127,42,21,212,350,512,282,4
60,,,,,,,,,,,,,,,,,,,,,,,2,28,530,32,589,1027,1316,2120,2,0,3
1057,,,,,,,,,,,,,,,,,,,,,,,109,729,482,429,2231,509,388,533,125,51,5
75,,,,,,,,,,,,,,,,,,,,,,,4,391,149,56,1172,1315,936,1498,18,30,3
302,,,,,,,,,,,,,,,,,,,,,,,14,259,390,211,560,939,1226,1948,1,17,3
244,,,,,,,,,,,,,,,,,,,,,,,2392,916,712,474,58,6,176,214,218,330,1
820,,,,,,,,,,,,,,,,,,,,,,,2910,728,714,343,131,12,143,134,115,264,2
327,,,,,,,,,,,,,,,,,,,,,,,1120,1525,768,791,71,63,74,189,599,263,6
145,,,,,,,,,,,,,,,,,,,,,,,573,1904,1229,250,29,60,383,570,267,170,4
309,,,,,,,,,,,,,,,,,,,,,,,3321,902,357,201,28,58,59,177,100,183,2
372,,,,,,,,,,,,,,,,,,,,,,,3397,707,363,456,1,1,57,126,75,199,2
1008,,,,,,,,,,,,,,,,,,,,,,,1548,956,1100,389,23,19,146,248,567,341,6
98,,,,,,,,,,,,,,,,,,,,,,,27,203,584,295,920,939,1187,1135,15,17,3
349,,,,,,,,,,,,,,,,,,,,,,,3257,721,369,454,5,9,44,164,94,175,2
276,,,,,,,,,,,,,,,,,,,,,,,3148,503,755,420,1,1,74,138,82,153,2
272,,,,,,,,,,,,,,,,,,,,,,,441,1864,1235,151,17,123,287,383,369,402,4
788,,,,,,,,,,,,,,,,,,,,,,,2530,1036,538,144,0,27,118,126,333,383,1
152,,,,,,,,,,,,,,,,,,,,,,,2654,494,630,689,12,2,71,86,312,264,2
137,,,,,,,,,,,,,,,,,,,,,,,1548,1354,796,329,5,11,144,189,530,305,6
662,,,,,,,,,,,,,,,,,,,,,,,4,160,232,147,1221,1098,952,1374,17,6,3
187,,,,,,,,,,,,,,,,,,,,,,,2,272,115,153,2949,746,477,454,27,11,5
404,,,,,,,,,,,,,,,,,,,,,,,82,1473,711,62,323,768,524,797,362,102,0
798,,,,,,,,,,,,,,,,,,,,,,,2223,881,723,404,8,17,67,228,359,293,1
209,,,,,,,,,,,,,,,,,,,,,,,259,1871,902,164,343,264,333,932,81,40,4
255,,,,,,,,,,,,,,,,,,,,,,,20,102,381,64,318,1145,1489,1637,9,5,3
620,,,,,,,,,,,,,,,,,,,,,,,1153,1109,917,192,8,8,321,243,324,894,6
1146,,,,,,,,,,,,,,,,,,,,,,,1538,170,1031,411,848,58,533,462,16,60,1
295,,,,,,,,,,,,,,,,,,,,,,,103,1233,597,191,491,939,449,630,242,242,0
71,,,,,,,,,,,,,,,,,,,,,,,836,1306,961,138,123,122,404,551,482,186,6
787,,,,,,,,,,,,,,,,,,,,,,,2081,1134,534,165,42,17,138,233,228,532,1
151,,,,,,,,,,,,,,,,,,,,,,,2887,762,481,372,13,9,101,114,117,239,2
205,,,,,,,,,,,,,,,,,,,,,,,863,1368,923,376,219,50,137,191,671,294,6
690,,,,,,,,,,,,,,,,,,,,,,,519,1145,857,624,424,276,499,463,112,164,0
790,,,,,,,,,,,,,,,,,,,,,,,1456,1071,937,235,43,28,147,128,571,412,6
1011,,,,,,,,,,,,,,,,,,,,,,,1617,713,723,737,319,31,200,208,179,222,1
273,,,,,,,,,,,,,,,,,,,,,,,258,1883,754,232,129,311,389,738,118,134,4
149,,,,,,,,,,,,,,,,,,,,,,,419,1277,721,45,2,43,137,100,1521,656,6
621,,,,,,,,,,,,,,,,,,,,,,,829,1048,552,765,553,242,198,202,266,263,6
226,,,,,,,,,,,,,,,,,,,,,,,509,1353,757,599,315,256,234,429,231,197,6
1301,,,,,,,,,,,,,,,,,,,,,,,3135,245,604,379,0,0,20,99,80,267,2
378,,,,,,,,,,,,,,,,,,,,,,,55,2000,533,30,335,688,327,547,213,88,4
340,,,,,,,,,,,,,,,,,,,,,,,720,1030,582,512,792,30,119,94,606,206,6
128,,,,,,,,,,,,,,,,,,,,,,,625,1254,1007,367,267,68,404,397,158,105,6
154,,,,,,,,,,,,,,,,,,,,,,,1262,1299,771,303,109,43,191,198,242,213,6
108,,,,,,,,,,,,,,,,,,,,,,,1364,1358,358,273,352,95,130,254,242,200,6
18,,,,,,,,,,,,,,,,,,,,,,,2582,741,506,232,7,14,89,104,157,175,2
830,,,,,,,,,,,,,,,,,,,,,,,2896,418,518,211,4,0,150,178,32,191,2
600,,,,,,,,,,,,,,,,,,,,,,,29,35,605,57,165,1089,1300,1289,1,5,3
230,,,,,,,,,,,,,,,,,,,,,,,2595,531,660,176,2,2,163,108,86,221,2
654,,,,,,,,,,,,,,,,,,,,,,,154,1351,679,338,342,606,447,443,64,97,0
605,,,,,,,,,,,,,,,,,,,,,,,194,1439,640,209,518,355,273,352,306,207,4
467,,,,,,,,,,,,,,,,,,,,,,,92,1258,495,300,510,658,139,595,390,55,0
802,,,,,,,,,,,,,,,,,,,,,,,3097,392,260,319,5,0,31,73,75,226,2
87,,,,,,,,,,,,,,,,,,,,,,,1293,224,620,426,687,26,653,326,61,117,1
240,,,,,,,,,,,,,,,,,,,,,,,7,789,325,131,645,876,660,970,9,12,3
374,,,,,,,,,,,,,,,,,,,,,,,486,1143,602,224,469,209,361,437,284,205,0
33,,,,,,,,,,,,,,,,,,,,,,,13,646,201,276,1312,839,461,484,163,15,5
841,,,,,,,,,,,,,,,,,,,,,,,68,915,368,324,858,668,355,390,402,53,0
199,,,,,,,,,,,,,,,,,,,,,,,579,1351,937,153,12,48,225,203,604,267,6
1170,,,,,,,,,,,,,,,,,,,,,,,2532,369,818,327,4,1,55,102,52,119,2
792,,,,,,,,,,,,,,,,,,,,,,,8,642,324,110,660,1435,613,499,43,18,3
1227,,,,,,,,,,,,,,,,,,,,,,,2264,316,516,481,66,16,111,87,183,305,2
223,,,,,,,,,,,,,,,,,,,,,,,2599,474,377,498,0,2,23,134,64,172,2
998,,,,,,,,,,,,,,,,,,,,,,,1871,731,530,410,52,28,176,181,149,194,1
651,,,,,,,,,,,,,,,,,,,,,,,1676,897,526,131,1,21,168,189,226,486,1
435,,,,,,,,,,,,,,,,,,,,,,,403,1397,759,91,29,71,87,138,978,355,6
177,,,,,,,,,,,,,,,,,,,,,,,1225,777,479,408,349,14,247,135,369,304,6
111,,,,,,,,,,,,,,,,,,,,,,,1948,942,633,241,1,6,132,81,168,154,1
166,,,,,,,,,,,,,,,,,,,,,,,771,1015,546,699,284,237,250,319,85,99,6
1048,,,,,,,,,,,,,,,,,,,,,,,158,1214,608,275,517,320,384,505,214,92,0
1143,,,,,,,,,,,,,,,,,,,,,,,911,803,695,589,274,96,146,182,313,272,6
976,,,,,,,,,,,,,,,,,,,,,,,479,1206,996,266,305,46,268,271,191,203,6
239,,,,,,,,,,,,,,,,,,,,,,,321,1223,1415,90,32,16,323,310,265,230,6
619,,,,,,,,,,,,,,,,,,,,,,,3,260,197,52,1209,984,660,839,7,3,5
106,,,,,,,,,,,,,,,,,,,,,,,2507,702,253,135,2,8,47,118,177,256,2
828,,,,,,,,,,,,,,,,,,,,,,,712,1106,794,126,104,116,307,421,361,150,6
220,,,,,,,,,,,,,,,,,,,,,,,31,186,601,129,661,586,863,1088,17,15,3
869,,,,,,,,,,,,,,,,,,,,,,,715,1273,894,131,12,27,260,297,244,295,6
381,,,,,,,,,,,,,,,,,,,,,,,212,915,564,452,760,489,254,349,70,58,0
644,,,,,,,,,,,,,,,,,,,,,,,1099,1083,640,126,0,20,120,205,398,432,6
829,,,,,,,,,,,,,,,,,,,,,,,709,1262,880,129,12,26,259,295,243,293,6
113,,,,,,,,,,,,,,,,,,,,,,,817,966,516,105,6,50,103,128,702,693,6
62,,,,,,,,,,,,,,,,,,,,,,,26,328,308,288,1166,825,653,462,18,4,5
211,,,,,,,,,,,,,,,,,,,,,,,2,428,270,94,776,712,771,943,34,16,3
990,,,,,,,,,,,,,,,,,,,,,,,386,796,810,490,468,228,330,378,35,85,0
951,,,,,,,,,,,,,,,,,,,,,,,2260,266,381,436,150,2,47,149,128,182,2
338,,,,,,,,,,,,,,,,,,,,,,,345,1101,590,154,370,90,518,587,127,105,0
308,,,,,,,,,,,,,,,,,,,,,,,2579,492,354,303,6,2,41,61,73,72,2
656,,,,,,,,,,,,,,,,,,,,,,,700,718,849,261,141,23,340,410,399,124,6
161,,,,,,,,,,,,,,,,,,,,,,,1311,1093,552,400,2,26,38,367,55,90,1
91,,,,,,,,,,,,,,,,,,,,,,,1080,1071,731,184,12,13,161,202,275,195,6
181,,,,,,,,,,,,,,,,,,,,,,,17,579,336,126,133,1074,671,854,93,30,3
287,,,,,,,,,,,,,,,,,,,,,,,780,827,638,483,62,33,71,111,543,317,6
491,,,,,,,,,,,,,,,,,,,,,,,622,1205,665,102,6,21,246,158,487,348,6
371,,,,,,,,,,,,,,,,,,,,,,,1710,690,469,378,28,1,83,105,169,224,1
638,,,,,,,,,,,,,,,,,,,,,,,1636,458,708,357,10,2,62,75,185,362,1
1007,,,,,,,,,,,,,,,,,,,,,,,6,447,249,37,795,1163,518,602,7,7,3
361,,,,,,,,,,,,,,,,,,,,,,,1566,487,600,372,191,8,142,106,143,193,1
4,,,,,,,,,,,,,,,,,,,,,,,6,280,169,98,1235,757,635,556,52,13,5
185,,,,,,,,,,,,,,,,,,,,,,,300,1099,752,155,134,47,499,610,30,168,4
150,,,,,,,,,,,,,,,,,,,,,,,57,1114,453,85,406,635,515,355,119,51,0
328,,,,,,,,,,,,,,,,,,,,,,,798,1211,589,440,36,30,98,306,144,128,6
198,,,,,,,,,,,,,,,,,,,,,,,415,1209,581,85,3,66,130,117,737,410,6
174,,,,,,,,,,,,,,,,,,,,,,,702,1280,634,170,11,20,140,148,270,376,6
988,,,,,,,,,,,,,,,,,,,,,,,1996,572,537,293,0,19,38,73,117,104,2
222,,,,,,,,,,,,,,,,,,,,,,,1687,811,460,384,11,13,31,85,154,111,1
97,,,,,,,,,,,,,,,,,,,,,,,2219,405,373,235,2,3,28,74,149,196,2
676,,,,,,,,,,,,,,,,,,,,,,,1964,503,390,362,0,8,41,105,123,188,2
6,,,,,,,,,,,,,,,,,,,,,,,17,1019,198,429,487,725,282,236,218,29,0
832,,,,,,,,,,,,,,,,,,,,,,,13,282,388,277,506,759,725,628,17,7,3
799,,,,,,,,,,,,,,,,,,,,,,,76,148,550,160,696,735,628,582,11,5,3
831,,,,,,,,,,,,,,,,,,,,,,,23,860,365,164,652,603,237,578,54,38,0
994,,,,,,,,,,,,,,,,,,,,,,,852,1009,644,200,15,49,72,150,333,237,6
120,,,,,,,,,,,,,,,,,,,,,,,13,1559,361,14,194,605,203,556,35,13,4
1036,,,,,,,,,,,,,,,,,,,,,,,2151,474,411,208,61,4,37,90,23,81,2
232,,,,,,,,,,,,,,,,,,,,,,,11,300,221,169,429,487,904,979,18,7,3
795,,,,,,,,,,,,,,,,,,,,,,,47,1156,254,166,411,726,287,268,160,45,0
133,,,,,,,,,,,,,,,,,,,,,,,14,774,332,204,339,792,359,471,179,34,0
1029,,,,,,,,,,,,,,,,,,,,,,,1645,522,417,457,3,3,105,139,79,126,1
117,,,,,,,,,,,,,,,,,,,,,,,7,390,304,135,312,701,726,901,11,4,3
786,,,,,,,,,,,,,,,,,,,,,,,1062,856,557,142,115,64,211,284,35,148,6
10,,,,,,,,,,,,,,,,,,,,,,,125,804,253,159,1051,367,278,308,61,37,0
369,,,,,,,,,,,,,,,,,,,,,,,10,643,236,183,773,571,251,647,101,18,0
235,,,,,,,,,,,,,,,,,,,,,,,3,192,254,60,582,553,961,726,11,23,3
54,,,,,,,,,,,,,,,,,,,,,,,274,1256,730,106,78,70,300,308,152,76,4
1210,,,,,,,,,,,,,,,,,,,,,,,332,805,731,278,247,190,220,185,262,82,6
823,,,,,,,,,,,,,,,,,,,,,,,261,575,596,294,380,293,429,404,34,44,0
92,,,,,,,,,,,,,,,,,,,,,,,10,495,403,134,511,512,439,766,15,24,3
36,,,,,,,,,,,,,,,,,,,,,,,4,245,66,62,1411,393,431,643,45,5,5
127,,,,,,,,,,,,,,,,,,,,,,,34,202,297,154,731,615,653,590,18,4,3
613,,,,,,,,,,,,,,,,,,,,,,,159,939,463,17,59,33,369,159,682,414,6
285,,,,,,,,,,,,,,,,,,,,,,,365,1163,575,136,59,88,229,252,183,239,4
671,,,,,,,,,,,,,,,,,,,,,,,17,239,298,248,391,616,727,717,12,8,3
753,,,,,,,,,,,,,,,,,,,,,,,1456,519,353,194,103,9,77,87,245,229,1
599,,,,,,,,,,,,,,,,,,,,,,,327,978,443,49,3,46,190,181,690,338,6
122,,,,,,,,,,,,,,,,,,,,,,,1838,662,317,137,51,2,26,54,67,87,2
784,,,,,,,,,,,,,,,,,,,,,,,1019,828,721,162,6,11,88,107,179,100,6
986,,,,,,,,,,,,,,,,,,,,,,,1494,576,372,150,54,9,134,255,58,109,1
14,,,,,,,,,,,,,,,,,,,,,,,1806,586,387,161,2,9,46,43,45,116,2
221,,,,,,,,,,,,,,,,,,,,,,,6,233,237,36,679,502,763,712,27,6,3
568,,,,,,,,,,,,,,,,,,,,,,,26,874,316,95,383,333,427,677,38,15,0
618,,,,,,,,,,,,,,,,,,,,,,,1965,298,341,260,7,1,66,137,33,74,2
1208,,,,,,,,,,,,,,,,,,,,,,,1569,281,447,430,41,4,56,105,104,136,2
1013,,,,,,,,,,,,,,,,,,,,,,,727,770,651,125,38,29,126,151,374,176,6
840,,,,,,,,,,,,,,,,,,,,,,,1765,486,283,248,36,11,28,94,57,108,2
20,,,,,,,,,,,,,,,,,,,,,,,4,307,153,27,467,645,661,781,24,12,3
141,,,,,,,,,,,,,,,,,,,,,,,2,72,187,61,492,595,837,819,4,10,3
82,,,,,,,,,,,,,,,,,,,,,,,381,1033,438,272,224,224,108,95,255,43,6
476,,,,,,,,,,,,,,,,,,,,,,,921,244,260,609,528,27,52,77,205,144,1
838,,,,,,,,,,,,,,,,,,,,,,,1892,395,377,141,0,1,45,66,33,115,2
136,,,,,,,,,,,,,,,,,,,,,,,258,616,684,170,70,16,579,522,76,59,0
1337,,,,,,,,,,,,,,,,,,,,,,,1485,377,425,323,10,4,84,114,59,163,1
2,,,,,,,,,,,,,,,,,,,,,,,863,199,477,612,514,64,121,92,86,7,1
144,,,,,,,,,,,,,,,,,,,,,,,1,54,156,30,232,601,782,1155,7,11,3
178,,,,,,,,,,,,,,,,,,,,,,,1,44,162,6,176,679,894,1053,0,4,3
170,,,,,,,,,,,,,,,,,,,,,,,8,302,192,330,265,435,549,919,7,10,3
206,,,,,,,,,,,,,,,,,,,,,,,12,1190,290,62,342,550,116,207,204,37,4
783,,,,,,,,,,,,,,,,,,,,,,,1588,399,420,201,7,4,64,211,27,83,2
625,,,,,,,,,,,,,,,,,,,,,,,867,814,414,172,0,4,77,80,265,303,6
803,,,,,,,,,,,,,,,,,,,,,,,757,832,593,231,120,16,52,174,60,161,6
288,,,,,,,,,,,,,,,,,,,,,,,485,838,618,56,2,2,122,65,564,230,6
112,,,,,,,,,,,,,,,,,,,,,,,1836,319,223,217,0,0,94,90,59,137,2
824,,,,,,,,,,,,,,,,,,,,,,,781,749,502,181,45,32,145,146,238,145,6
19,,,,,,,,,,,,,,,,,,,,,,,136,598,314,550,429,295,212,232,123,64,0
267,,,,,,,,,,,,,,,,,,,,,,,1252,581,451,292,1,9,37,67,90,153,1
182,,,,,,,,,,,,,,,,,,,,,,,25,1477,406,20,41,346,144,282,146,39,4
811,,,,,,,,,,,,,,,,,,,,,,,93,1020,269,143,325,409,203,277,113,73,0
296,,,,,,,,,,,,,,,,,,,,,,,8,359,280,258,573,569,326,498,27,21,3
344,,,,,,,,,,,,,,,,,,,,,,,562,847,494,236,86,60,189,255,104,81,6
38,,,,,,,,,,,,,,,,,,,,,,,6,656,296,39,537,623,274,386,75,11,0
159,,,,,,,,,,,,,,,,,,,,,,,59,580,460,244,297,315,440,449,19,27,0
48,,,,,,,,,,,,,,,,,,,,,,,404,954,571,80,55,35,280,296,109,95,6
96,,,,,,,,,,,,,,,,,,,,,,,112,1198,574,21,106,273,136,223,198,35,4
90,,,,,,,,,,,,,,,,,,,,,,,54,1175,398,66,257,281,83,191,233,118,4
262,,,,,,,,,,,,,,,,,,,,,,,197,879,648,124,77,114,362,254,97,98,4
242,,,,,,,,,,,,,,,,,,,,,,,440,422,451,417,182,6,156,70,487,215,6
407,,,,,,,,,,,,,,,,,,,,,,,1176,629,316,190,0,11,24,88,238,158,1
617,,,,,,,,,,,,,,,,,,,,,,,12,451,182,46,63,736,648,566,109,15,3
752,,,,,,,,,,,,,,,,,,,,,,,159,857,389,172,203,232,188,387,143,56,4
1221,,,,,,,,,,,,,,,,,,,,,,,1292,502,407,119,30,23,75,172,58,88,1
1185,,,,,,,,,,,,,,,,,,,,,,,133,792,356,107,284,399,131,214,240,105,0
814,,,,,,,,,,,,,,,,,,,,,,,50,434,293,81,243,446,471,680,34,14,3
339,,,,,,,,,,,,,,,,,,,,,,,8,390,157,173,313,624,439,608,20,9,3
387,,,,,,,,,,,,,,,,,,,,,,,182,545,542,181,424,20,292,308,160,66,0
350,,,,,,,,,,,,,,,,,,,,,,,0,63,183,27,96,555,662,1104,20,7,3
280,,,,,,,,,,,,,,,,,,,,,,,36,1101,356,38,73,278,256,460,76,37,4
252,,,,,,,,,,,,,,,,,,,,,,,67,1046,353,32,14,257,402,435,49,40,4
1280,,,,,,,,,,,,,,,,,,,,,,,1304,422,387,255,8,2,52,102,22,105,1
1033,,,,,,,,,,,,,,,,,,,,,,,1384,448,309,160,1,4,49,68,125,105,2
257,,,,,,,,,,,,,,,,,,,,,,,800,609,435,102,1,12,159,84,288,149,6
201,,,,,,,,,,,,,,,,,,,,,,,148,639,514,238,221,215,305,191,100,61,0
140,,,,,,,,,,,,,,,,,,,,,,,1671,291,193,126,0,0,59,54,78,158,2
303,,,,,,,,,,,,,,,,,,,,,,,6,694,224,73,410,552,290,292,48,23,0
253,,,,,,,,,,,,,,,,,,,,,,,108,871,447,113,130,231,292,284,46,70,4
264,,,,,,,,,,,,,,,,,,,,,,,1521,325,187,202,0,1,33,46,150,109,2
337,,,,,,,,,,,,,,,,,,,,,,,4,384,231,23,143,602,482,666,20,17,3
283,,,,,,,,,,,,,,,,,,,,,,,3,273,117,160,585,447,377,568,25,9,3
665,,,,,,,,,,,,,,,,,,,,,,,540,575,382,218,120,37,249,259,61,116,6
977,,,,,,,,,,,,,,,,,,,,,,,750,898,389,48,0,7,18,44,169,232,6
249,,,,,,,,,,,,,,,,,,,,,,,285,1097,407,121,63,55,141,118,166,98,4
458,,,,,,,,,,,,,,,,,,,,,,,14,762,137,81,184,726,189,336,103,17,0
653,,,,,,,,,,,,,,,,,,,,,,,258,787,546,69,37,36,230,368,92,111,4
49,,,,,,,,,,,,,,,,,,,,,,,4,144,151,40,270,442,738,727,13,4,3
1211,,,,,,,,,,,,,,,,,,,,,,,662,567,523,143,35,12,123,166,117,181,6
630,,,,,,,,,,,,,,,,,,,,,,,1138,565,285,216,4,3,62,96,41,94,1
310,,,,,,,,,,,,,,,,,,,,,,,4,214,246,19,242,675,527,515,35,9,3
319,,,,,,,,,,,,,,,,,,,,,,,283,907,427,68,16,15,148,204,194,219,4
142,,,,,,,,,,,,,,,,,,,,,,,23,638,296,150,212,467,263,330,45,19,0
464,,,,,,,,,,,,,,,,,,,,,,,1,111,251,65,274,402,733,590,5,4,3
167,,,,,,,,,,,,,,,,,,,,,,,1514,381,155,200,0,3,8,39,41,91,2
320,,,,,,,,,,,,,,,,,,,,,,,936,252,528,302,16,0,66,97,50,182,1
169,,,,,,,,,,,,,,,,,,,,,,,15,317,133,157,679,385,378,282,56,8,5
